id,price
0,1301.7
1,6895.7
2,1690.0
3,4043.6
4,1781.8
5,9276.5
6,696.6
7,920.0
8,739.6
9,15256.5
10,512.9
11,1006.6
12,1156.4
13,1580.4
14,1634.8
15,3117.4
16,1303.9
17,998.6
18,2651.5
19,1723.7
20,5623.9
21,6602.2
22,3221.4
23,15247.4
24,712.8
25,5585.7
26,1255.6
27,10507.1
28,541.2
29,886.8
30,7363.8
31,772.7
32,531.3
33,950.9
34,1723.6
35,15684.8
36,979.3
37,539.8
38,979.2
39,1702.7
40,3674.1
41,6111.9
42,6682.8
43,2482.4
44,7998.1
45,5577.3
46,6040.1
47,2430.4
48,3029.7
49,4430.0
50,758.2
51,4926.4
52,893.2
53,10836.2
54,756.6
55,7704.7
56,503.2
57,635.9
58,913.2
59,2362.3
60,908.4
61,1014.8
62,513.4
63,4748.6
64,3344.5
65,894.8
66,581.2
67,942.2
68,707.2
69,614.8
70,1899.5
71,11016.5
72,721.4
73,1566.4
74,3532.7
75,1635.3
76,880.5
77,9479.7
78,2673.7
79,2381.5
80,897.3
81,3065.8
82,8161.0
83,700.2
84,877.0
85,1101.2
86,2308.9
87,1121.9
88,2924.4
89,6359.6
90,1304.1
91,1721.9
92,937.5
93,5434.5
94,1192.9
95,478.0
96,743.3
97,10798.3
98,746.9
99,5980.8
100,6118.5
101,9912.2
102,4664.6
103,16313.1
104,14752.7
105,493.0
106,500.6
107,641.0
108,5332.2
109,2089.4
110,4110.8
111,6043.6
112,4100.4
113,795.4666666666667
114,7766.4
115,1763.0
116,1531.4
117,1029.4
118,1266.1
119,2213.9
120,1781.1
121,2042.1
122,15728.0
123,14460.9
124,8306.4
125,914.7
126,697.1
127,1060.3
128,3302.2
129,802.0
130,3964.7
131,2394.2
132,10915.9
133,880.1
134,2165.8
135,933.1
136,8477.1
137,15942.6
138,1164.2
139,4580.3
140,2429.3
141,3873.5
142,1849.8
143,10340.2
144,3611.4
145,1443.0
146,939.9
147,1918.4
148,2359.7
149,1903.6
150,6851.2
151,4360.7
152,2604.8
153,1323.2
154,1122.7
155,720.1
156,1712.9
157,1661.3
158,1035.3
159,2331.8
160,1758.8
161,2341.0
162,1641.0
163,936.6
164,765.7
165,4741.9
166,645.4
167,1173.1
168,18075.065
169,2620.6
170,3294.6
171,1306.5
172,625.1
173,2235.5
174,8665.8
175,4229.1
176,4408.9
177,4971.0
178,4751.7
179,1285.7
180,13909.0
181,671.6
182,10684.4
183,1634.4
184,1039.6
185,8016.9
186,980.1
187,2617.4
188,2069.8
189,699.5
190,4242.9
191,607.2
192,2199.3
193,10391.9
194,2287.0
195,1132.6
196,13269.4
197,825.7
198,755.7
199,884.3
200,4608.4
201,2582.4
202,925.8
203,891.0
204,4998.7
205,2166.9
206,16419.8
207,13652.8
208,3925.4
209,763.3
210,5435.9
211,2243.9
212,3819.0
213,3245.6
214,859.2
215,6118.9
216,1962.6
217,863.1
218,4528.9
219,758.5
220,1799.0
221,1739.4
222,1241.1
223,15662.5
224,2124.4
225,1443.1
226,2863.8
227,4517.5
228,730.5
229,5727.6
230,8298.8
231,3302.0
232,912.4
233,631.4
234,1528.1
235,1740.3
236,2228.8
237,911.2
238,803.1
239,9565.5
240,1263.2
241,4246.4
242,8214.2
243,9283.7
244,873.1
245,2374.9
246,13403.6
247,4304.6
248,500.3
249,1011.9
250,2449.1
251,843.4
252,980.3
253,2720.5
254,14506.6
255,10358.8
256,15729.3
257,820.6
258,6627.7
259,518.6
260,740.6
261,9421.1
262,11410.4
263,2095.9
264,948.3
265,2152.0
266,836.9
267,642.5
268,870.4
269,3703.5
270,1628.8
271,2251.4
272,4101.9
273,4205.0
274,982.6
275,509.4
276,1046.5
277,742.6
278,3938.4
279,4690.2
280,992.9
281,663.6
282,2316.3
283,1030.1
284,716.2
285,15518.2
286,500.4
287,9780.2
288,14055.6
289,891.8
290,750.3
291,924.8
292,1080.8
293,2505.8
294,5445.6
295,957.1
296,7783.3
297,3749.0
298,3143.5
299,1724.3
300,1026.8
301,642.5
302,502.0
303,3033.6
304,4135.9
305,13932.0
306,4434.6
307,4506.5
308,863.6
309,5441.0
310,1228.1
311,691.5
312,3470.1
313,2522.7
314,4536.8
315,1977.3
316,6371.5
317,16428.3
318,15207.5
319,1156.7
320,13284.4
321,6246.9
322,10113.4
323,969.1
324,698.0
325,15732.4
326,974.9
327,1089.9
328,2408.8
329,979.2
330,2273.2
331,1460.9
332,906.5
333,847.7
334,2294.9
335,721.7
336,882.7
337,921.4
338,2587.7
339,3882.9
340,7089.7
341,12139.6
342,779.3
343,1975.6
344,1852.7
345,3802.0
346,2252.8
347,1129.3
348,10816.1
349,10275.2
350,6354.7
351,2650.5
352,1166.9
353,2390.7
354,978.3
355,2640.1
356,891.4
357,3317.9
358,2909.3
359,2944.7
360,863.7
361,769.4
362,1951.9
363,770.8
364,743.0
365,4291.9
366,532.0
367,1057.84
368,1946.0
369,2615.9
370,908.2
371,2453.4
372,459.1
373,1084.7
374,762.1
375,4935.9
376,807.2
377,771.3
378,5509.1
379,3819.9
380,892.0
381,2018.1
382,15604.3
383,531.8
384,1092.3
385,918.5
386,6439.8
387,778.8
388,5952.616666666667
389,7191.4
390,920.2
391,17774.9
392,9677.6
393,3876.7
394,1955.5
395,1768.4
396,5004.066666666667
397,2379.8
398,2361.6
399,1864.6
400,1853.1
401,1632.8
402,2653.9
403,1017.1
404,832.2
405,2013.1
406,580.3
407,954.7
408,693.9
409,7216.1
410,6947.4
411,1094.6
412,975.9
413,1606.8
414,17547.1
415,4352.5
416,999.5
417,1324.6
418,761.2
419,4939.2
420,810.7
421,504.4
422,5699.6
423,9522.6
424,2456.9
425,3805.7
426,3775.4
427,2143.8
