id,price
0,1337.1
1,6682.8
2,1668.3
3,3885.9
4,1818.9
5,10322.2
6,741.8
7,831.1
8,776.1
9,15117.3
10,474.0
11,898.1
12,1183.3
13,1675.9
14,1531.5
15,3054.0
16,1308.9
17,1026.5
18,2835.5
19,1717.5
20,5602.1
21,6348.0
22,2996.0
23,15858.9
24,694.1
25,5323.2
26,1268.4
27,10764.7
28,514.7
29,900.0
30,7126.3
31,726.2
32,599.2
33,973.0
34,1767.4
35,15725.4
36,977.7
37,573.0
38,879.4
39,1785.1
40,3683.6
41,5680.5
42,6648.7
43,2392.5
44,7845.0
45,6342.2
46,5939.4
47,2382.9
48,2833.8
49,4164.4
50,746.8
51,5176.1
52,922.5
53,10823.8
54,849.7
55,8234.7
56,508.9
57,619.8
58,958.5
59,2393.5
60,959.3
61,1035.5
62,514.6
63,4743.6
64,3331.1
65,1009.1
66,574.9
67,940.0
68,717.2
69,618.0
70,1937.9
71,11413.0
72,702.2
73,1435.4
74,3712.2
75,1676.2
76,903.1
77,9694.3
78,2780.8
79,2389.2
80,931.5
81,2870.7
82,8958.1
83,688.7
84,916.2
85,1037.8
86,2231.3
87,1287.1
88,3048.6
89,6312.1
90,1330.7
91,1731.5
92,861.9
93,5524.7
94,1197.0
95,385.2
96,802.0
97,10778.0
98,667.2
99,5833.5
100,6260.6
101,10162.7
102,4605.3
103,16684.3
104,14914.5
105,630.9
106,595.5
107,625.2
108,4893.9
109,2054.5
110,4159.1
111,5942.5
112,4170.9
113,821.4
114,7479.3
115,1724.0
116,1385.2
117,1018.0
118,1258.2
119,1996.0
120,1772.2
121,1958.7
122,15250.9
123,12285.9
124,9087.5
125,860.4
126,688.5
127,1049.0
128,3541.6
129,794.2
130,4384.0
131,2492.0
132,10667.3
133,887.7
134,2179.2
135,942.4
136,7838.7
137,14052.0
138,1337.0
139,4271.5
140,2268.9
141,3979.1
142,1748.1
143,11465.6
144,3703.6
145,1132.4
146,938.2
147,1888.4
148,2287.0
149,1957.7
150,5737.7
151,4490.0
152,2586.0
153,1326.7
154,1105.2
155,775.8
156,2035.5
157,1624.2
158,1024.3
159,2345.2
160,1785.3
161,2396.7
162,1657.2
163,966.4
164,794.5
165,4695.8
166,626.1
167,1251.6
168,16895.4
169,2474.6
170,3447.5
171,1329.1
172,675.5
173,2210.9
174,8308.4
175,3681.1
176,4241.7
177,4642.0
178,4962.0
179,1365.7
180,13579.1
181,638.1
182,10502.3
183,1686.1
184,1062.1
185,8165.1
186,901.4
187,2820.0
188,2152.1
189,730.1
190,4163.9
191,647.6
192,2274.4
193,10891.4
194,2366.1
195,1113.0
196,13107.4
197,812.4
198,899.0
199,947.2
200,4656.9
201,2526.8
202,960.9
203,843.3
204,5502.2
205,2391.7
206,16540.3
207,13514.0
208,4093.2
209,919.3
210,5597.6
211,2201.8
212,3533.4
213,2965.5
214,965.1
215,5900.2
216,2047.9
217,889.6
218,4802.9
219,762.9
220,1788.8
221,1687.9
222,1171.7
223,15058.2
224,1986.5
225,1494.6
226,3053.0
227,4240.7
228,827.2
229,5625.3
230,8133.2
231,3346.9
232,922.6
233,697.7
234,1404.2
235,1662.4
236,2221.0
237,880.4
238,747.0
239,9176.2
240,1223.2
241,4227.6
242,8330.3
243,9123.8
244,895.8
245,2356.3
246,14462.9
247,4328.1
248,511.4
249,1059.4
250,2383.2
251,796.5
252,1032.6
253,2596.3
254,14760.6
255,11206.7
256,15070.3
257,860.9
258,6264.1
259,513.0
260,738.1
261,8926.8
262,10920.6
263,2071.0
264,826.5666666666668
265,2099.2
266,824.5
267,616.1
268,905.5
269,3275.8
270,1640.9
271,2171.7
272,3569.2
273,3924.1
274,1005.4
275,498.2
276,1011.2
277,813.4
278,4026.8
279,4299.2
280,1089.9
281,647.7
282,2420.5
283,966.3
284,715.7
285,14960.8
286,617.8
287,9842.7
288,14264.9
289,864.8
290,764.6
291,976.3
292,1106.7
293,2486.3
294,5203.9
295,927.8
296,7913.8
297,4166.7
298,3219.5
299,1701.0
300,1046.7
301,598.5
302,523.8
303,2978.7
304,4921.2
305,15328.5
306,4150.4
307,4541.7
308,946.4
309,5098.6
310,1175.6
311,671.5
312,3204.1
313,2536.1
314,4008.1
315,1947.0
316,6945.1
317,17383.4
318,15060.5
319,1050.5
320,13290.3
321,6379.3
322,10217.3
323,1012.1
324,702.4
325,17160.0
326,1050.1
327,1100.9
328,2636.2
329,1034.8
330,2307.7
331,1548.7
332,985.0
333,870.7
334,2477.2
335,752.4
336,910.9
337,935.8
338,2681.8
339,3826.3
340,7236.4
341,13779.1
342,741.7
343,2106.5
344,1827.0
345,3922.3
346,2256.4
347,1106.4
348,9783.1
349,10392.3
350,6574.1
351,2766.2
352,1158.5
353,2566.0
354,966.6333333333334
355,2910.1
356,929.7
357,3265.2
358,3280.0
359,2774.2
360,860.0
361,896.4
362,1984.1
363,828.3
364,740.7
365,4394.5
366,582.0
367,1143.2
368,1985.1
369,2637.4
370,962.2
371,2354.8
372,505.3
373,1094.7
374,716.6
375,5099.2
376,839.4
377,748.0
378,5483.5
379,3386.1
380,858.1
381,1872.0
382,15454.5
383,475.8
384,1137.9
385,862.5
386,6617.6
387,816.4
388,5850.7
389,7470.4
390,849.6
391,17024.7
392,9675.1
393,3870.1
394,1908.1
395,1701.6
396,4952.0
397,2346.1
398,2154.3
399,1912.8
400,1897.6
401,1625.5
402,2596.1
403,888.7
404,848.0
405,1991.6
406,616.4
407,1059.0
408,740.7
409,7086.2
410,6919.9
411,1167.4
412,963.0
413,1682.7
414,18300.7
415,4509.0
416,968.5
417,1290.9
418,799.2
419,5153.4
420,875.5
421,442.8
422,5661.3
423,8522.7
424,2268.9
425,3812.6
426,3758.7
427,2113.2
428,1814.3
429,734.7
430,716.2
431,790.5
432,4581.4
433,900.3
434,5750.2
435,2322.9
436,865.9
437,2393.4333333333334
438,4775.9
439,1097.0
440,5950.4
441,4171.1
442,614.7
443,2021.9
444,1460.4
445,2013.1
446,1283.8
447,16278.6
448,1315.1
449,938.3
450,1436.1
451,11182.7
452,913.3
453,599.3
454,7345.8
455,4455.45
456,867.0
457,4054.4
458,4479.1
459,1135.6
460,2582.4
461,1839.1
462,791.0
463,5453.0
464,7404.8
465,3576.7
466,5160.2
467,2868.5
468,452.1
469,585.5
470,5337.1
471,11490.8
472,9188.4
473,13884.1
474,1794.1
475,7639.7
476,5142.4
477,2128.8
478,703.3
479,9135.2
480,2123.3
481,5023.4
482,1152.4
483,572.2
484,4175.4
485,550.8
486,762.6
487,522.1
488,2844.5
489,2036.7
490,812.6
491,736.6
492,1726.5
493,15674.8
494,9186.1
495,673.8
496,2264.5
497,1451.8
498,13152.2
499,798.4
500,2866.0
501,1959.5
502,1754.8
503,4110.9
504,3408.9
505,8240.5
506,877.0
507,17658.8
